model,seed,case,tp,tn,fp,fn,auc,accuracy,sensitivity,specificity,precision,f1,iou,thin_gt_pixels,thin_fn_pixels,far_fp_pixels,evaluated_segments,recovered_segments,partial_segments,missed_segments,mean_tolerant_centerline_coverage,median_tolerant_centerline_coverage,evaluated_centerline_pixels,length_weighted_coverage,long_segments,long_centerline_pixels,long_branch_coverage
unet_dpd_v3,42,17,23043,192876,5157,4808,0.982516577432155,0.955884436259319,0.8273670604287099,0.9739588856402721,0.8171276595744681,0.8222154823285936,0.698103490063015,15935,4261,239,115,93,10,12,0.8524141672479267,1.0,884,0.8653846153846154,3,67,1.0
unet_dpd_v3,42,18,23510,193684,7784,2634,0.9856476603749592,0.9542291267595733,0.8992503059975521,0.9613635912402962,0.7512622227903113,0.8186218183084369,0.6929379863239802,15868,2481,353,124,113,4,7,0.9217369548014709,1.0,1125,0.9422222222222222,8,190,0.9736842105263158
unet_dpd_v3,42,19,25595,192408,7613,1772,0.99029390126117,0.9587269336992278,0.9352504841597544,0.9619389964053774,0.7707480125271019,0.8450680973999175,0.7317038307604345,17024,1675,423,126,113,7,6,0.9187911230278176,1.0,1025,0.911219512195122,4,97,1.0
unet_dpd_v3,42,20,21998,195576,7683,2266,0.9874117083911269,0.9562725526650053,0.9066106165512694,0.9622009357519224,0.7411475354603956,0.8155714153304291,0.6885779572416816,16078,2088,813,137,129,7,1,0.9586553307419151,1.0,1245,0.9518072289156626,8,215,0.9023255813953488
unet_dpd_v3,43,01,26532,187363,7602,2880,0.9861513022547167,0.9532839818697995,0.9020807833537332,0.9610083861205857,0.7772895060643347,0.8350486261920499,0.7168098557302642,18345,2387,85,168,141,13,14,0.8802664417410947,1.0,1576,0.8705583756345178,8,226,0.827433628318584
unet_dpd_v3,43,02,29565,185863,5501,4158,0.9870887757711525,0.9570877038656164,0.8767013610888711,0.9712537363349428,0.8431243939998859,0.8595851080841413,0.7537477054864369,14468,2624,173,145,108,10,27,0.775090786791705,1.0,1308,0.7782874617737003,5,120,1.0
unet_dpd_v3,43,03,25180,188940,3901,7706,0.9771302469991557,0.9485794787508804,0.7656753633765128,0.979770899341945,0.8658574326880093,0.8126906256555909,0.684480930763585,12766,4395,96,139,79,13,47,0.6106848217889006,1.0,1270,0.6165354330708661,8,239,0.7447698744769874
unet_dpd_v3,43,04,25019,192928,4306,5324,0.9763969147483643,0.957684651788186,0.8245394324885476,0.9781680643296795,0.8531628303495311,0.8386069585037206,0.7220699010072441,12866,3712,61,188,106,22,60,0.6188613465522101,1.0,1693,0.6077968103957472,11,262,0.5381679389312977
unet_dpd_v3,43,05,23979,193132,3663,6919,0.9734760382103598,0.9535251413086919,0.7760696485209398,0.9813867222236338,0.8674842630779249,0.819234711308507,0.6938167298399931,16091,5285,42,167,91,14,62,0.5763843688409418,0.9666666666666667,1458,0.5843621399176955,7,167,0.6946107784431138
unet_dpd_v3,43,06,24089,192120,3274,8016,0.9730755680841061,0.9503734082347615,0.7503192649120075,0.9832441118969876,0.8803493768958082,0.8101499966368467,0.680884140309223,16717,5832,97,186,81,23,82,0.5011190163013445,0.5,1637,0.5167990226023214,10,249,0.6385542168674698
unet_dpd_v3,43,07,23560,194173,3358,6584,0.9771327381535674,0.9563324914900626,0.7815817409766455,0.983000136687406,0.8752507615721822,0.8257684623742596,0.7032415975165662,15559,4950,26,165,91,20,54,0.6018390498390499,0.875,1552,0.5837628865979382,10,270,0.4148148148148148
unet_dpd_v3,43,08,21553,193425,3512,6758,0.976179988566864,0.9544058104844438,0.7612941966020275,0.9821668858568984,0.8598843008178735,0.8075914268585132,0.6772774408446721,14286,4749,90,144,84,16,44,0.6357861453396251,1.0,1376,0.6373546511627907,9,233,0.7296137339055794
unet_dpd_v3,43,09,20715,197760,3160,6025,0.9769284082115314,0.9596547483088816,0.774682124158564,0.9842723472028668,0.8676439790575916,0.8185320557147091,0.692809364548495,14533,4456,25,170,88,17,65,0.5612676889623257,0.873015873015873,1481,0.5860904794058069,4,105,1.0
unet_dpd_v3,43,10,22411,195076,5104,4741,0.9782621143696071,0.9566932943888234,0.8253903948143784,0.9745029473473874,0.8145011811739051,0.8199096346973495,0.6947854662698413,14801,3736,105,215,124,27,64,0.6465313679046998,1.0,2329,0.6384714469729498,19,530,0.6339622641509434
unet_dpd_v3,43,11,24858,191830,6451,4675,0.976020232997866,0.9511619127885029,0.8417025022855789,0.9674653648105467,0.7939570091666933,0.8171329016140166,0.6908070253445976,17486,3860,241,239,151,24,64,0.6778059428605814,1.0,2350,0.691063829787234,16,422,0.7701421800947867
unet_dpd_v3,43,12,24214,194093,5022,4276,0.9845620335234377,0.9591485248566596,0.8499122499122499,0.9747783943951988,0.8282254754412368,0.838928732287011,0.7225471472905228,14767,3042,106,172,129,11,32,0.784697176493517,1.0,1515,0.7775577557755775,6,167,0.6526946107784432
unet_dpd_v3,43,13,26103,190841,4407,6149,0.9774404252677247,0.9536,0.8093451568894953,0.9774287060558879,0.8555555555555555,0.8318090564354227,0.7120488829482529,16138,4443,67,179,108,22,49,0.6741509349952876,1.0,1657,0.6783343391671696,7,191,0.5968586387434555
unet_dpd_v3,43,14,23228,193168,6055,3403,0.984624826517522,0.9581233894462795,0.8722165896887086,0.9696069228954488,0.7932247379025373,0.8308473727510105,0.7106406412531359,13612,2334,343,162,130,15,17,0.8496822024141141,1.0,1529,0.8633093525179856,8,213,0.9295774647887324
unet_dpd_v3,43,15,20928,197393,6389,2684,0.9853060251223645,0.9601000905916602,0.8863289852617313,0.9686478688009736,0.7661163378116191,0.8218500265074908,0.6975767474417519,14842,2068,281,140,106,16,18,0.8140760856974368,1.0,1392,0.8362068965517241,12,297,0.898989898989899
unet_dpd_v3,43,16,25218,193032,4871,4573,0.9855213412071714,0.9585232812458826,0.8464972642744453,0.9753869319818295,0.838113596330885,0.8422845691382765,0.7275402458023196,18736,4146,271,134,112,10,12,0.8723636438188678,1.0,1056,0.8645833333333334,3,65,0.8307692307692308
unet_dpd_v3,43,17,22392,193752,4281,5459,0.9828182645892566,0.9568805227461883,0.8039926753078884,0.9783823908136523,0.8395006186030818,0.8213630694739931,0.6968753890202913,15935,4770,129,115,87,9,19,0.783546332894159,1.0,884,0.8009049773755657,3,67,1.0
unet_dpd_v3,43,18,23193,194595,6873,2951,0.9860598334449133,0.9568388309930935,0.887125152998776,0.9658854011555185,0.7714029135901018,0.825226827966554,0.702456310385559,15868,2725,180,124,111,6,7,0.9159178187403995,1.0,1125,0.928,8,190,0.9368421052631579
unet_dpd_v3,43,19,25579,193278,6743,1788,0.990184978123612,0.9624826288106673,0.9346658384185332,0.9662885397033312,0.791380483880948,0.8570758431201729,0.7498973907944885,17024,1668,347,126,112,6,8,0.9084868301114799,1.0,1025,0.8995121951219512,4,97,0.9587628865979382
unet_dpd_v3,43,20,21622,196130,7129,2642,0.9867949274201353,0.9570548911538613,0.8911144081767227,0.9649265223188149,0.7520434071858371,0.8156936716023767,0.6887522696142452,16078,2430,674,137,125,10,2,0.9368224191279818,1.0,1245,0.9437751004016064,8,215,0.9348837209302325
